EMPID,AGE,GRADE,Distance_From_Home_KM,TENURE_YRS,Grade_Numeric,Age_Tenure_Factor,Dist_Bin,Status,Resignation_Month_No,Resignation_Month_Name,Grade_Code,ZONE,MAIN_GROUP,Home_Location,Work_Location,RF_Probability,Regression_Probability,Attrition_Risk_Percentage,Risk_Level,ER manager ID
971301,45,MMI,3084,1.6,6,76.5,2,Active,,,6,East,Transaction Banking,Noida,Ranchi,0,0.46,46.66323431412191,Medium,3333
480496,24,SO,1646,1.7,1,167.7,3,Active,,,8,North,Retail Banking Group,Visakhapatnam,Ludhiana,0,5.79,25.08,Low,4444
649068,42,CM,1453,7.2,8,302.4,3,Active,,,3,East,Retail Banking Group,Mumbai,Patna,0,0.68,31.63,Low,6666
735068,37,MMI,1580,3.1,6,114.7,2,Active,,,6,North,Retail Banking Group,Bangalore,Agra,0,0.57,21.78,Low,7777
231248,25,SO,1181,1.2,1,66.0,3,Active,,,8,East,Retail Banking Group,Hyderabad,Kolkata,0,3.47,15.72,Low,4444
122062,25,SO,1120,1.7,1,283.5,3,Active,,,8,West,Retail Banking Group,Kanpur,Mumbai,0,8.83,54.7,Medium,8888
619555,35,DMII,716,0.9,5,42.0,3,Active,,,5,North,Transaction Banking,Ahmedabad,Agra,0,1.09,32.44,Low,5555
581578,24,AMI,1030,4.2,2,100.8,3,Active,,,1,East,Retail Banking Group,Agra,Siliguri,0,13.46,31.05,Low,1111
401117,26,SO,1746,0.4,1,18.4,3,Active,,,8,West,Retail Banking Group,Siliguri,Pune,0,3.61,19.89,Low,4444
223559,27,DMII,739,4.8,5,239.7,3,Active,,,5,North,Retail Banking Group,Siliguri,Lucknow,0,3.51,87.73925602799133,High,3333
180551,41,ALT,620,14.3,9,586.3,3,Active,,,0,West,Transaction Banking,Nagpur,Pune,0,0.79,52.12,Medium,9999
141153,44,DMII,735,2.5,5,110.0,3,Active,,,5,South,Transaction Banking,Pune,Bangalore,0,1.52,35.72,Low,8888
322300,32,AMI,901,4.7,2,150.4,3,Active,,,1,South,Retail Banking Group,Patna,Visakhapatnam,0,7.36,49.37,Medium,1111
733202,54,MMII,501,6.8,7,163.2,1,Active,,,7,North,Wholesale Banking,Jodhpur,Noida,0,0.57,21.33,Low,6666
147503,45,CM,2172,1.1,8,156.0,3,Active,,,3,East,Credit,Ranchi,Siliguri,0,1.65,68.50562792662014,Medium,9999
940882,51,DMI,1532,0.5,4,25.5,3,Active,,,4,North,Operations Group,Chennai,Lucknow,0,1.0,33.54,Low,7777
269438,48,MMII,1369,7.4,7,355.2,3,Active,,,7,West,Operations Group,Cuttack,Mumbai,0,1.77,50.38,Medium,4444
830995,26,DMII,1547,4.0,5,88.0,3,Active,,,5,East,Retail Banking Group,Ludhiana,Kolkata,0,1.82,43.595961020010485,Medium,1111
522093,42,ALT,1023,14.8,9,325.6,3,Active,,,0,South,Operations Group,Visakhapatnam,Madurai,0,0.68,36.44,Low,2222
628351,51,DMII,1773,4.5,5,229.5,3,Active,,,5,East,Retail Banking Group,Kochi,Ranchi,0,0.91,25.68,Low,5555
869184,50,ALT,2080,10.6,9,530.0,3,Active,,,0,South,Operations Group,Delhi,Madurai,0,0.43,42.76,Medium,5555
792593,29,DMII,19,3.5,5,357.0,3,Active,,,5,East,Transaction Banking,Bhubaneswar,Cuttack,0,4.18,84.59993190992132,High,8888
116000,46,DMII,416,1.0,5,308.2,3,Active,,,5,East,Transaction Banking,Visakhapatnam,Cuttack,0,1.43,35.37,Low,6666
806094,40,MMI,440,1.2,6,26.4,1,Active,,,6,East,Wholesale Banking,Lucknow,Patna,1,0.54,23.16,Low,8888
447933,27,AMI,837,4.8,2,268.8,3,Active,,,1,West,Credit,Nagpur,Jodhpur,0,3.63,55.02,Medium,2222
337253,42,CM,120,6.5,8,143.0,3,Active,,,3,West,Credit,Mumbai,Pune,0,0.68,48.12,Medium,3333
158896,49,MMII,1136,8.9,7,204.7,3,Active,,,7,North,Retail Banking Group,Siliguri,Gurgaon,0,2.08,33.69,Low,6666
252568,43,ALT,1730,11.4,9,490.2,3,Active,,,0,North,Retail Banking Group,Bangalore,Noida,0,0.42,13.34,Low,3333
895602,48,DMI,1044,6.8,4,326.4,3,Active,,,4,South,Transaction Banking,Lucknow,Visakhapatnam,0,5.1,47.99,Medium,6666
425479,55,CM,120,7.1,8,390.5,3,Active,,,3,West,Retail Banking Group,Mumbai,Pune,0,0.53,29.48,Low,6666
158098,22,AMI,1354,0.7,2,15.4,3,Active,,,1,South,Retail Banking Group,Gurgaon,Visakhapatnam,0,8.05,29.89,Low,2222
940825,48,ALT,1120,10.7,9,321.0,3,Active,,,0,North,Retail Banking Group,Siliguri,Delhi,0,0.81,33.34,Low,7777
351677,46,MMI,601,2.1,6,96.6,3,Active,,,6,South,Retail Banking Group,Visakhapatnam,Chennai,0,1.57,29.88,Low,2222
266327,45,ALT,1360,11.7,9,280.8,3,Active,,,0,North,Retail Banking Group,Visakhapatnam,Delhi,0,0.77,26.95,Low,6666
323355,52,MMI,1507,7.5,6,390.0,2,Active,,,6,West,Retail Banking Group,Kochi,Ahmedabad,0,0.69,30.5,Low,1111
268722,29,AMII,1411,6.2,3,235.6,3,Active,,,2,East,Transaction Banking,Bangalore,Ranchi,11,3.41,54.1,Medium,3333
324105,27,DMII,751,4.9,5,118.8,3,Active,,,5,West,Operations Group,Gurgaon,Ahmedabad,0,2.91,85.42039152836352,High,2222
387461,30,DMI,914,3.2,4,96.0,2,Active,,,4,South,Transaction Banking,Pune,Chennai,0,1.33,27.07,Low,7777
436050,51,DMI,1042,1.3,4,66.3,2,Active,,,4,South,Wholesale Banking,Surat,Bangalore,0,0.93,27.4,Low,4444
923357,36,CM,898,6.2,8,223.2,3,Active,,,3,West,Retail Banking Group,Coimbatore,Pune,0,0.4,14.9,Low,8888
977159,30,AMI,1302,3.0,2,90.0,3,Active,,,1,West,Operations Group,Ranchi,Ahmedabad,0,4.77,44.99,Medium,6666
452397,52,MMI,1904,2.4,6,124.8,3,Active,,,6,North,Retail Banking Group,Madurai,Lucknow,0,1.59,50.19,Medium,4444
551383,29,MMI,2506,4.8,6,116.6,3,Active,,,6,South,Retail Banking Group,Nagpur,Mysore,0,2.4,87.47057902911146,High,5555
991105,35,ALT,2332,13.3,9,292.6,3,Active,,,0,South,Retail Banking Group,Ludhiana,Kochi,0,1.13,50.34,Medium,9999
470330,48,MMII,1402,7.1,7,340.8,3,Active,,,7,West,Transaction Banking,Bhubaneswar,Ahmedabad,0,0.55,10.36,Low,7777
215229,29,SO,1213,0.4,1,234.3,3,Active,,,8,East,Retail Banking Group,Jodhpur,Patna,0,7.39,36.93,Low,9999
996173,27,SO,922,1.6,1,207.9,3,Active,,,8,South,Retail Banking Group,Nagpur,Bangalore,0,6.3,51.31,Medium,7777
389680,45,MMII,0,9.3,7,288.3,3,Active,,,7,East,Retail Banking Group,Patna,Patna,0,1.02,37.36,Low,1111
346114,37,DMI,1348,4.4,4,162.8,3,Active,,,4,West,Retail Banking Group,Ludhiana,Mumbai,0,2.34,52.64,Medium,8888
202437,30,DMI,661,6.8,4,204.0,3,Active,,,4,West,Retail Banking Group,Lucknow,Nagpur,0,2.98,52.55,Medium,4444
474046,35,CM,669,9.6,8,336.0,3,Active,,,3,North,Retail Banking Group,Ludhiana,Lucknow,0,1.07,39.31,Low,3333
260735,28,DMI,3141,1.0,4,128.8,3,Active,,,4,South,Wholesale Banking,Pune,Coimbatore,1,3.57,68.28729111737557,Medium,7777
449597,25,DMII,1418,4.5,5,151.2,3,Active,,,5,East,Retail Banking Group,Coimbatore,Cuttack,0,2.27,91.9354539768323,High,3333
722304,28,AMI,1025,7.1,2,198.8,3,Active,,,1,North,Retail Banking Group,Hyderabad,Kanpur,0,5.74,49.696087960622656,Medium,8888
799031,28,DMII,1739,6.8,5,163.2,3,Active,,,5,South,Credit,Delhi,Bangalore,0,2.6,45.83,Medium,6666
972156,27,MMI,979,4.5,6,264.0,3,Active,,,6,North,Retail Banking Group,Ranchi,Noida,0,0.79,92.55037844212606,High,5555
234923,46,CM,1042,6.9,8,200.1,1,Active,,,3,West,Retail Banking Group,Bangalore,Surat,0,0.35,31.66,Low,4444
857111,25,SO,502,1.7,1,133.0,3,Active,,,8,South,Credit,Visakhapatnam,Hyderabad,0,4.95,55.563718652300985,Medium,8888
798977,41,DMII,937,1.2,5,98.4,3,Active,,,5,North,Retail Banking Group,Surat,Delhi,0,1.1,26.59,Low,8888
958357,56,ALT,505,12.4,9,694.4,3,Active,,,0,North,Retail Banking Group,Jodhpur,Agra,0,0.32,39.81,Low,1111
756544,49,CM,1773,7.1,8,347.9,3,Active,,,3,East,Wholesale Banking,Kochi,Ranchi,0,1.25,48.47,Medium,9999
344237,47,DMI,1532,7.3,4,343.1,3,Active,,,4,North,Retail Banking Group,Chennai,Lucknow,0,6.71,35.59,Low,5555
658842,26,SO,0,1.3,1,137.8,3,Active,,,8,South,Transaction Banking,Kochi,Kochi,0,5.65,47.48,Medium,4444
807768,25,AMII,499,1.8,3,70.2,3,Active,,,2,South,Retail Banking Group,Hyderabad,Bangalore,86,4.71,61.090568766855334,Medium,6666
142864,46,DMII,1547,6.9,5,317.4,2,Active,,,5,East,Transaction Banking,Ludhiana,Kolkata,0,1.07,31.31,Low,6666
526362,29,MMI,1196,3.9,6,128.0,3,Active,,,6,South,Retail Banking Group,Bhubaneswar,Bangalore,0,1.31,85.84650960002364,High,2222
507494,41,ALT,1148,13.7,9,561.7,3,Active,,,0,West,Retail Banking Group,Delhi,Mumbai,0,1.46,39.83,Low,8888
133577,39,CM,422,8.6,8,258.0,3,Active,,,3,South,Retail Banking Group,Madurai,Chennai,0,1.11,41.11,Medium,7777
965217,42,MMI,727,1.5,6,63.0,3,Active,,,6,South,Retail Banking Group,Surat,Hyderabad,0,0.66,48.16,Medium,1111
639842,39,MMII,1813,1.3,7,275.9,3,Active,,,7,North,Retail Banking Group,Patna,Gurgaon,0,1.33,50.90888807137882,Medium,5555
234639,42,CM,443,8.4,8,260.4,3,Active,,,3,North,Retail Banking Group,Jaipur,Ludhiana,0,0.92,45.26,Medium,6666
904386,41,CM,1481,9.2,8,377.2,3,Active,,,3,South,Operations Group,Patna,Chennai,0,0.63,40.55,Medium,4444
161185,22,AMII,324,4.1,3,184.5,3,Active,,,2,East,Operations Group,Ranchi,Kolkata,20,3.37,54.1,Medium,2222
700612,37,CM,669,5.6,8,207.2,3,Active,,,3,North,Transaction Banking,Ludhiana,Lucknow,0,0.37,26.93,Low,4444
576150,43,ALT,1460,14.0,9,420.0,3,Active,,,0,East,Retail Banking Group,Jodhpur,Cuttack,0,0.96,33.53,Low,1111
101574,27,SO,403,0.1,1,226.8,3,Active,,,8,South,Retail Banking Group,Chennai,Mysore,0,10.98,34.07,Low,7777
482998,48,MMI,922,3.4,6,163.2,3,Active,,,6,South,Retail Banking Group,Nagpur,Bangalore,0,1.64,39.65,Low,2222
374766,24,AMII,210,7.5,3,262.5,3,Active,,,2,West,Transaction Banking,Gurgaon,Jaipur,0,3.11,47.37,Medium,2222
480310,48,ALT,178,14.0,9,406.0,3,Active,,,0,North,Retail Banking Group,Agra,Delhi,0,0.96,27.91,Low,9999
866652,45,CM,599,8.6,8,387.0,3,Active,,,3,South,Transaction Banking,Hyderabad,Mysore,0,1.1,30.41,Low,5555
986078,40,MMII,1095,7.5,7,300.0,3,Active,,,7,West,Operations Group,Hyderabad,Jaipur,0,0.68,21.43,Low,2222
214835,49,ALT,395,14.0,9,686.0,3,Active,,,0,North,Retail Banking Group,Kanpur,Gurgaon,0,1.41,28.02,Low,9999
656563,53,DMI,1344,1.3,4,68.9,3,Active,,,4,South,Retail Banking Group,Noida,Visakhapatnam,0,2.27,30.8,Low,9999
428564,33,DMII,1181,7.3,5,240.9,3,Active,,,5,South,Operations Group,Kolkata,Hyderabad,0,5.42,45.52,Medium,1111
195997,29,SO,1170,1.1,1,60.5,3,Active,,,8,North,Credit,Pune,Noida,0,5.07,21.54,Low,3333
601206,34,MMII,728,6.2,7,210.8,3,Active,,,7,North,Transaction Banking,Jodhpur,Kanpur,0,0.99,52.54,Medium,4444
507306,43,MMI,1037,3.6,6,108.0,3,Active,,,6,North,Credit,Surat,Lucknow,0,1.62,37.54,Low,7777
326854,27,AMI,1646,7.7,2,415.8,2,Active,,,1,South,Retail Banking Group,Jodhpur,Chennai,0,3.01,31.26,Low,4444
311575,48,CM,1852,6.0,8,288.0,3,Active,,,3,South,Credit,Kanpur,Madurai,0,0.88,34.74,Low,2222
267792,46,DMI,1278,1.1,4,50.6,3,Active,,,4,West,Operations Group,Visakhapatnam,Jaipur,0,1.1,31.61,Low,7777
676795,25,AMI,1654,0.7,2,17.5,3,Active,,,1,East,Retail Banking Group,Mumbai,Kolkata,0,5.47,35.49,Low,6666
861439,28,AMII,301,6.6,3,316.8,3,Active,,,2,North,Retail Banking Group,Ludhiana,Noida,0,2.26,41.93,Medium,3333
972884,47,MMI,989,4.0,6,188.0,3,Active,,,6,South,Transaction Banking,Pune,Kochi,0,0.75,53.49,Medium,6666
442346,35,ALT,142,12.1,9,350.9,3,Active,,,0,South,Transaction Banking,Coimbatore,Kochi,0,0.46,15.64,Low,6666
548582,45,DMI,1755,3.3,4,148.5,3,Active,,,4,North,Wholesale Banking,Chennai,Delhi,0,1.92,32.28,Low,5555
707005,42,DMII,1311,1.5,5,205.8,3,Active,,,5,East,Retail Banking Group,Gurgaon,Kolkata,0,1.06,27.77,Low,4444
186393,50,CM,871,8.5,8,425.0,3,Active,,,3,North,Operations Group,Ahmedabad,Kanpur,0,0.57,46.91,Medium,1111
387828,39,CM,1418,5.7,8,222.3,3,Active,,,3,East,Retail Banking Group,Coimbatore,Cuttack,0,0.58,36.6,Low,6666
862053,27,AMII,416,4.5,3,108.1,3,Active,,,2,South,Operations Group,Cuttack,Visakhapatnam,6,2.18,90.5490217631454,High,2222
900822,50,MMII,2157,9.7,7,485.0,3,Active,,,7,East,Wholesale Banking,Madurai,Siliguri,0,1.22,24.95,Low,3333
548726,40,MMI,753,7.2,6,288.0,3,Active,,,6,West,Credit,Mysore,Pune,0,3.25,40.51,Medium,8888
957855,48,MMI,1023,2.9,6,78.3,3,Active,,,6,South,Transaction Banking,Visakhapatnam,Madurai,0,1.74,32.46,Low,6666
498647,25,SO,0,0.6,1,128.7,3,Active,,,8,West,Retail Banking Group,Surat,Surat,0,8.4,46.24,Medium,3333
631265,50,ALT,2361,0.8,9,720.0,3,Active,,,0,North,Transaction Banking,Lucknow,Kanpur,0,0.75,62.38733773162208,Medium,7777
406308,27,SO,244,1.4,1,264.6,3,Active,,,8,North,Transaction Banking,Kanpur,Agra,0,3.47,7.07,Low,4444
828549,28,SO,1147,0.9,1,115.5,3,Active,,,8,North,Retail Banking Group,Mumbai,Noida,0,10.59,23.47,Low,9999
819260,40,CM,1547,5.6,8,224.0,3,Active,,,3,East,Retail Banking Group,Ludhiana,Kolkata,0,0.75,30.33,Low,5555
363773,57,DMII,1800,6.8,5,387.6,3,Active,,,5,South,Retail Banking Group,Agra,Coimbatore,0,1.45,48.15,Medium,3333
145438,23,AMII,239,2.5,3,57.5,3,Active,,,2,North,Credit,Jaipur,Noida,8,8.23,52.17,Medium,2222
366846,57,ALT,848,13.3,9,758.1,3,Active,,,0,North,Retail Banking Group,Ranchi,Agra,0,0.79,56.53,Medium,2222
576915,45,DMII,1182,6.2,5,279.0,3,Active,,,5,South,Credit,Agra,Visakhapatnam,0,1.52,36.61,Low,3333
168724,39,DMI,3147,1.6,4,74.1,3,Active,,,4,North,Retail Banking Group,Bangalore,Kanpur,0,1.54,68.48747353910473,Medium,2222
639335,30,SO,2239,1.5,1,291.2,3,Active,,,8,West,Transaction Banking,Jodhpur,Mumbai,0,11.51,67.37068376069122,Medium,4444
661974,57,DMI,1687,0.8,4,45.6,3,Active,,,4,South,Transaction Banking,Kolkata,Mysore,0,2.3,35.48,Low,2222
512059,45,MMII,502,6.7,7,301.5,3,Active,,,7,South,Operations Group,Hyderabad,Visakhapatnam,0,0.81,26.97,Low,9999
759623,35,ALT,599,11.7,9,339.3,3,Active,,,0,South,Retail Banking Group,Hyderabad,Mysore,0,0.73,20.25,Low,2222
442745,41,DMII,1278,1.2,5,49.2,3,Active,,,5,West,Credit,Cuttack,Pune,0,0.82,32.97,Low,9999
579774,27,SO,1142,1.0,1,183.6,3,Active,,,8,South,Retail Banking Group,Patna,Hyderabad,0,5.27,34.31,Low,6666
662748,28,AMII,1250,1.8,3,81.0,3,Active,,,2,West,Wholesale Banking,Siliguri,Jaipur,77,3.29,71.9,Medium,1111
387227,29,DMII,665,4.1,5,39.6,3,Active,,,5,South,Retail Banking Group,Ranchi,Visakhapatnam,0,1.68,90.6280579387188,High,4444
100018,43,CM,1250,5.6,8,240.8,3,Active,,,3,East,Retail Banking Group,Jaipur,Siliguri,0,0.55,47.96,Medium,1111
892527,46,MMI,1739,7.3,6,335.8,3,Active,,,6,North,Retail Banking Group,Bangalore,Delhi,0,1.0,44.68,Medium,6666
986532,30,AMI,1835,4.7,2,141.0,2,Active,,,1,East,Wholesale Banking,Coimbatore,Patna,0,3.42,13.22,Low,4444
485961,25,DMII,172,3.4,5,45.0,3,Active,,,5,North,Retail Banking Group,Agra,Gurgaon,0,1.24,77.48747639902872,High,3333
339771,42,MMII,1037,8.1,7,243.0,3,Active,,,7,West,Retail Banking Group,Ranchi,Jaipur,0,0.72,22.63,Low,3333
407798,25,MMI,1271,3.4,6,57.5,3,Active,,,6,East,Retail Banking Group,Gurgaon,Bhubaneswar,0,1.09,95.76071932311183,High,9999
586063,28,DMI,63,4.5,4,126.0,3,Active,,,4,South,Retail Banking Group,Lucknow,Visakhapatnam,0,3.28,69.15346248162882,Medium,6666
686788,41,DMI,1580,2.9,4,118.9,3,Active,,,4,North,Transaction Banking,Bangalore,Agra,0,2.06,25.74,Low,9999
595474,26,AMII,1885,0.6,3,24.0,3,Active,,,2,North,Credit,Kochi,Kanpur,10,2.92,60.81,Medium,5555
328577,50,ALT,1541,13.5,9,675.0,3,Active,,,0,East,Operations Group,Kochi,Bhubaneswar,0,0.47,38.62,Low,2222
951908,30,AMI,3218,1.6,2,11.2,3,Active,,,1,West,Transaction Banking,Ranchi,Jaipur,0,4.33,59.94749947027713,Medium,8888
218925,43,MMI,1604,8.0,6,200.0,3,Active,,,6,East,Retail Banking Group,Jodhpur,Kolkata,0,4.31,44.77,Medium,5555
450957,36,CM,1237,7.4,8,266.4,3,Active,,,3,West,Transaction Banking,Bangalore,Ahmedabad,0,0.52,51.46,Medium,2222
534276,25,SO,922,1.9,1,302.4,3,Active,,,8,West,Retail Banking Group,Bangalore,Nagpur,0,8.76,47.68,Medium,4444
683196,30,AMII,1311,5.4,3,194.4,3,Active,,,2,North,Retail Banking Group,Kolkata,Gurgaon,0,2.97,56.0,Medium,9999
101983,29,DMII,763,3.1,5,307.2,3,Active,,,5,East,Retail Banking Group,Visakhapatnam,Kolkata,0,3.49,97.18439125522676,High,4444
338752,26,AMI,1604,2.9,2,110.2,1,Active,,,1,East,Operations Group,Jodhpur,Kolkata,0,2.47,31.28,Low,4444
538767,33,MMII,1453,9.2,7,303.6,2,Active,,,7,West,Operations Group,Patna,Mumbai,0,0.66,30.99,Low,2222
338475,43,MMII,1544,6.0,7,162.0,3,Active,,,7,East,Retail Banking Group,Ludhiana,Bhubaneswar,0,1.93,26.01,Low,6666
506596,27,AMI,1561,0.7,2,18.9,3,Active,,,1,South,Retail Banking Group,Jaipur,Bangalore,0,7.56,43.75,Medium,2222
940303,37,CM,601,9.0,8,198.0,3,Active,,,3,South,Retail Banking Group,Chennai,Visakhapatnam,0,1.7,39.09,Low,7777
503415,39,ALT,1609,11.7,9,456.3,3,Active,,,0,East,Retail Banking Group,Surat,Kolkata,0,1.42,34.82,Low,3333
519842,25,SO,849,0.4,1,260.4,3,Active,,,8,East,Credit,Hyderabad,Cuttack,0,4.58,30.76,Low,3333
429331,26,DMII,120,4.7,5,83.7,3,Active,,,5,West,Retail Banking Group,Mumbai,Pune,0,1.27,77.58585539197081,High,5555
223181,32,AMII,1885,3.7,3,118.4,3,Active,,,2,South,Operations Group,Kanpur,Kochi,16,5.35,51.86,Medium,3333
185880,30,AMII,1095,4.4,3,193.6,3,Active,,,2,South,Transaction Banking,Jaipur,Hyderabad,64,7.64,73.57,Medium,2222
880116,57,DMII,490,1.9,5,330.6,3,Active,,,5,North,Retail Banking Group,Jodhpur,Delhi,0,1.32,46.31,Medium,9999
703293,47,ALT,845,10.1,9,474.7,3,Active,,,0,West,Wholesale Banking,Bangalore,Mumbai,0,0.74,50.41,Medium,2222
754958,38,DMI,294,5.8,4,220.4,3,Active,,,4,North,Transaction Banking,Gurgaon,Ludhiana,0,2.08,38.57,Low,2222
810754,32,ALT,1807,10.5,9,336.0,3,Active,,,0,South,Credit,Noida,Mysore,0,0.91,33.25,Low,8888
962797,53,DMII,920,1.9,5,185.5,3,Active,,,5,West,Operations Group,Jaipur,Mumbai,0,1.05,21.16,Low,9999
764713,50,DMII,1213,5.8,5,290.0,3,Active,,,5,East,Transaction Banking,Bangalore,Cuttack,0,1.13,14.2,Low,7777
544799,31,SO,934,1.3,1,235.6,3,Active,,,8,West,Retail Banking Group,Ludhiana,Ahmedabad,0,14.18,30.71,Low,3333
777065,45,CM,1453,6.6,8,171.6,3,Active,,,3,East,Retail Banking Group,Mumbai,Patna,0,1.45,46.97,Medium,9999
753415,55,MMII,970,9.1,7,500.5,3,Active,,,7,East,Operations Group,Nagpur,Kolkata,0,0.7,40.94,Medium,3333
908210,28,MMI,1176,3.2,6,153.0,3,Active,,,6,West,Retail Banking Group,Lucknow,Pune,0,2.34,90.11171725287649,High,5555
616189,45,CM,1357,9.3,8,418.5,3,Active,,,3,East,Retail Banking Group,Jaipur,Kolkata,0,0.86,36.27,Low,9999
930609,43,CM,489,8.8,8,378.4,2,Active,,,3,North,Wholesale Banking,Patna,Kanpur,0,0.4,27.12,Low,3333
652833,56,MMII,1267,5.6,7,313.6,1,Active,,,7,South,Transaction Banking,Ahmedabad,Mysore,0,0.34,21.09,Low,7777
179191,44,MMII,2505,1.4,7,316.8,3,Active,,,7,East,Wholesale Banking,Ludhiana,Cuttack,0,1.06,68.87341884826334,Medium,1111
393399,47,ALT,1025,11.7,9,549.9,3,Active,,,0,North,Wholesale Banking,Hyderabad,Kanpur,0,0.65,23.41,Low,4444
248525,29,AMII,2467,1.6,3,58.0,2,Active,,,2,East,Retail Banking Group,Kanpur,Patna,0,1.89,47.553468874760924,Medium,4444
468884,48,DMII,1723,0.8,5,254.4,3,Active,,,5,South,Operations Group,Gurgaon,Bangalore,0,3.82,33.35,Low,7777
252907,51,MMII,1194,6.8,7,346.8,3,Active,,,7,North,Operations Group,Mumbai,Lucknow,0,1.0,25.94,Low,8888
848929,44,MMII,1845,7.1,7,312.4,3,Active,,,7,South,Transaction Banking,Jodhpur,Kochi,0,2.22,45.21,Medium,1111
888852,36,MMII,1948,7.2,7,172.8,2,Active,,,7,South,Retail Banking Group,Noida,Coimbatore,0,0.6,15.74,Low,5555
687858,48,CM,489,9.8,8,470.4,3,Active,,,3,North,Retail Banking Group,Patna,Kanpur,0,0.78,36.93,Low,7777
833717,41,MMI,886,6.8,6,149.6,3,Active,,,6,North,Operations Group,Kolkata,Lucknow,0,3.7,41.36,Medium,4444
205299,23,SO,945,0.9,1,118.8,3,Active,,,8,North,Retail Banking Group,Ahmedabad,Lucknow,0,10.73,24.28,Low,4444
327628,37,MMII,839,8.3,7,307.1,3,Active,,,7,West,Retail Banking Group,Gurgaon,Nagpur,0,1.82,27.23,Low,4444
995726,24,AMI,1244,3.2,2,76.8,3,Active,,,1,North,Retail Banking Group,Hyderabad,Noida,0,5.07,49.3,Medium,6666
572252,24,SO,3219,0.5,1,9.6,3,Active,,,8,North,Transaction Banking,Bhubaneswar,Delhi,0,8.1,68.04685587557792,Medium,7777
593034,34,ALT,162,13.8,9,469.2,3,Active,,,0,North,Operations Group,Agra,Noida,0,0.95,34.24,Low,2222
900725,23,AMII,1944,0.7,3,23.8,2,Active,,,2,North,Transaction Banking,Kochi,Lucknow,0,1.63,60.7,Medium,5555
481435,30,SO,347,0.7,1,195.0,3,Active,,,8,East,Retail Banking Group,Kolkata,Cuttack,0,11.82,35.22,Low,4444
786374,47,CM,621,7.5,8,352.5,3,Active,,,3,West,Retail Banking Group,Hyderabad,Mumbai,0,0.5,51.7,Medium,3333
190924,22,AMI,1948,0.8,2,31.2,3,Active,,,1,South,Credit,Noida,Coimbatore,0,6.46,51.41,Medium,7777
525912,24,AMII,1251,6.5,3,286.0,3,Active,,,2,North,Retail Banking Group,Bhubaneswar,Noida,7,5.05,55.71,Medium,6666
215803,41,MMII,2278,1.6,7,229.6,1,Active,,,7,East,Retail Banking Group,Visakhapatnam,Siliguri,0,0.6,54.91745517677156,Medium,7777
313541,29,SO,1284,0.3,1,63.8,2,Active,,,8,East,Credit,Noida,Kolkata,0,3.44,30.47,Low,5555
726243,33,DMI,1455,1.9,4,62.7,3,Active,,,4,East,Retail Banking Group,Hyderabad,Siliguri,0,1.39,16.92,Low,6666
996584,54,MMI,502,6.2,6,155.0,3,Active,,,6,South,Retail Banking Group,Visakhapatnam,Hyderabad,0,1.23,53.07,Medium,5555
327427,25,AMII,848,4.9,3,13.6,3,Active,,,2,North,Retail Banking Group,Ranchi,Agra,12,2.78,85.44251910208438,High,7777
368849,56,DMII,1845,7.5,5,420.0,3,Active,,,5,West,Retail Banking Group,Kochi,Jodhpur,0,1.52,51.41,Medium,2222
479266,35,MMI,75,3.2,6,86.4,3,Active,,,6,West,Retail Banking Group,Ahmedabad,Mumbai,2,1.01,49.02634929450309,Medium,5555
840881,51,CM,1137,7.6,8,235.6,2,Active,,,3,East,Retail Banking Group,Visakhapatnam,Siliguri,0,0.38,33.05,Low,6666
316878,45,DMII,0,1.2,5,49.5,3,Active,,,5,South,Operations Group,Mysore,Mysore,0,0.71,25.65,Low,6666
646890,45,MMII,1089,7.1,7,163.3,3,Active,,,7,South,Retail Banking Group,Agra,Hyderabad,0,1.03,23.02,Low,5555
740968,27,AMI,343,7.6,2,342.0,3,Active,,,1,South,Operations Group,Bangalore,Madurai,0,9.76,32.84,Low,7777
421629,26,AMI,284,7.3,2,189.8,3,Active,,,1,West,Transaction Banking,Jodhpur,Jaipur,0,4.57,24.2,Low,8888
966181,55,MMI,1403,7.7,6,423.5,3,Active,,,6,East,Transaction Banking,Ahmedabad,Cuttack,0,1.48,34.73,Low,7777
109954,52,ALT,1348,11.5,9,253.0,3,Active,,,0,North,Retail Banking Group,Mumbai,Ludhiana,0,0.71,28.53,Low,5555
336754,26,AMI,439,3.4,2,173.4,3,Active,,,1,West,Wholesale Banking,Ahmedabad,Mumbai,0,4.66,48.54521483132403,Medium,1111
722165,52,MMI,1261,5.2,6,270.4,3,Active,,,6,East,Retail Banking Group,Gurgaon,Cuttack,0,1.11,29.03,Low,5555
613670,31,SO,399,0.3,1,145.7,3,Active,,,8,East,Retail Banking Group,Visakhapatnam,Bhubaneswar,0,4.38,14.34,Low,2222
828110,22,AMI,1360,7.9,2,347.6,3,Active,,,1,North,Transaction Banking,Visakhapatnam,Delhi,0,12.86,34.63,Low,5555
968279,47,ALT,178,12.2,9,573.4,2,Active,,,0,North,Retail Banking Group,Delhi,Agra,0,0.3,35.98,Low,5555
500182,28,DMII,1162,4.4,5,161.7,3,Active,,,5,North,Retail Banking Group,Kolkata,Agra,0,2.18,79.98528568976296,High,2222
597817,35,MMI,1416,1.7,6,59.5,3,Active,,,6,South,Credit,Jodhpur,Visakhapatnam,0,1.99,45.79,Medium,5555
