EMPID,AGE,GRADE,Distance_From_Home_KM,TENURE_YRS,Grade_Numeric,Age_Tenure_Factor,Dist_Bin,Status,Resignation_Month_No,Resignation_Month_Name,Grade_Code,ZONE,MAIN_GROUP,Home_Location,Work_Location,RF_Probability,Regression_Probability,Attrition_Risk_Percentage,Risk_Level,ER manager ID
666844,55,CM,971,5.9,8,324.5,3,Active,,,3,East,Wholesale Banking,Hyderabad,Ranchi,0,0.43,26.55,Low,4444
742559,23,MMI,1647,0.2,6,4.6,3,Active,,,6,West,Retail Banking Group,Siliguri,Ahmedabad,0,1.13,29.67,Low,5555
308684,46,DMII,837,4.9,5,225.4,3,Active,,,5,West,Operations Group,Jodhpur,Nagpur,0,1.26,32.55,Low,4444
651011,31,SO,19,0.2,1,114.7,3,Active,,,8,North,Retail Banking Group,Delhi,Noida,0,9.29,55.57,Medium,8888
521813,52,DMI,1261,0.8,4,41.6,3,Active,,,4,North,Credit,Cuttack,Gurgaon,0,1.58,53.33,Medium,6666
319615,31,AMII,2070,1.7,3,21.7,3,Active,,,2,South,Retail Banking Group,Delhi,Bangalore,22,2.58,84.57400299,High,6666
373772,41,CM,1888,6.6,8,270.6,3,Active,,,3,West,Retail Banking Group,Kochi,Jaipur,0,0.8,42.82,Medium,8888
936730,50,MMII,864,6.7,7,335.0,2,Active,,,7,North,Retail Banking Group,Patna,Gurgaon,0,0.41,33.83,Low,7777
505710,43,AMII,324,7.5,3,322.5,3,Active,,,2,East,Transaction Banking,Ranchi,Kolkata,0,2.92,53.01,Medium,8888
999108,37,AMI,884,5.0,2,185.0,3,Active,,,1,East,Retail Banking Group,Kanpur,Bhubaneswar,0,5.94,28.93,Low,2222
965004,42,MMII,1904,8.9,7,373.8,2,Active,,,7,North,Retail Banking Group,Madurai,Lucknow,0,0.61,15.95,Low,9999
234505,38,ALT,172,14.1,9,535.8,3,Active,,,0,North,Retail Banking Group,Agra,Gurgaon,0,0.53,36.09,Low,1111
124317,27,SO,443,1.2,1,97.2,3,Active,,,8,West,Retail Banking Group,Ludhiana,Jaipur,0,5.72,47.99,Medium,8888
243964,57,MMII,1369,8.5,7,484.5,3,Active,,,7,West,Retail Banking Group,Cuttack,Mumbai,0,1.75,55.67,Medium,4444
479646,47,ALT,2064,14.2,9,667.4,2,Active,,,0,South,Transaction Banking,Gurgaon,Madurai,0,0.39,32.18,Low,4444
374221,48,MMII,1125,9.1,7,436.8,3,Active,,,7,West,Retail Banking Group,Gurgaon,Mumbai,0,1.53,39.79,Low,5555
551566,43,CM,487,7.3,8,313.9,3,Active,,,3,East,Operations Group,Ranchi,Siliguri,0,0.66,56.73,Medium,8888
593153,30,ALT,763,11.2,9,336.0,3,Active,,,0,East,Retail Banking Group,Visakhapatnam,Kolkata,0,1.36,28.05,Low,5555
143041,36,AMI,416,5.3,2,190.8,3,Active,,,1,North,Wholesale Banking,Delhi,Lucknow,0,11.25,51.56,Medium,8888
741294,35,DMI,0,4.4,4,154.0,3,Active,,,4,West,Retail Banking Group,Mumbai,Mumbai,0,1.79,36.51,Low,1111
309098,38,DMI,1771,4.2,4,159.6,3,Active,,,4,South,Retail Banking Group,Jaipur,Coimbatore,0,3.85,45.83,Medium,9999
187774,22,MMII,1213,9.6,7,211.2,3,Active,,,7,East,Credit,Bangalore,Cuttack,0,3.06,46.4,Medium,6666
462568,55,AMII,3458,1.1,3,390.5,3,Active,,,2,East,Retail Banking Group,Delhi,Cuttack,2,2.73,89.50198627,High,3333
993866,56,SO,343,1.6,1,235.2,3,Active,,,8,South,Retail Banking Group,Madurai,Bangalore,0,8.39,23.8,Low,8888
754794,28,SO,2567,1.0,1,78.4,3,Active,,,8,South,Retail Banking Group,Bhubaneswar,Madurai,0,11.36,90.1124992,High,9999
884439,28,CM,0,6.8,8,190.4,3,Active,,,3,East,Wholesale Banking,Siliguri,Siliguri,0,0.64,20.37,Low,6666
900550,39,MMI,347,6.7,6,261.3,3,Active,,,6,East,Transaction Banking,Kolkata,Cuttack,0,3.23,26.96,Low,7777
282580,44,AMI,1344,0.4,2,17.6,3,Active,,,1,South,Retail Banking Group,Noida,Visakhapatnam,0,7.33,53.88,Medium,1111
453360,37,MMI,325,7.1,6,262.7,3,Active,,,6,East,Retail Banking Group,Ranchi,Cuttack,0,1.3,51.2,Medium,5555
347245,47,AMII,1244,4.3,3,202.1,3,Active,,,2,North,Retail Banking Group,Hyderabad,Noida,11,4.09,61.22,Medium,5555
486914,29,MMII,3008,1.2,7,174.0,3,Active,,,7,North,Retail Banking Group,Hyderabad,Delhi,0,1.01,93.20947185,High,4444
835164,52,SO,1687,1.1,1,57.2,3,Active,,,8,South,Credit,Kolkata,Mysore,0,5.0,34.49,Low,6666
104505,25,MMII,1237,6.7,7,167.5,3,Active,,,7,West,Retail Banking Group,Bangalore,Ahmedabad,0,0.86,54.27,Medium,7777
185777,51,ALT,309,10.3,9,525.3,2,Active,,,0,South,Retail Banking Group,Madurai,Mysore,0,0.27,20.55,Low,9999
760624,25,DMI,2020,6.4,4,160.0,3,Active,,,4,South,Retail Banking Group,Siliguri,Mysore,0,5.51,47.34,Medium,1111
178518,56,AMI,727,5.9,2,330.4,3,Active,,,1,West,Retail Banking Group,Hyderabad,Surat,0,4.22,30.9,Low,6666
311484,54,MMI,1904,7.8,6,421.2,3,Active,,,6,West,Retail Banking Group,Madurai,Jaipur,0,2.6,29.62,Low,7777
777395,57,ALT,505,13.9,9,792.3,3,Active,,,0,West,Transaction Banking,Hyderabad,Pune,0,0.59,48.81,Medium,3333
622930,56,DMI,397,5.3,4,296.8,3,Active,,,4,North,Retail Banking Group,Lucknow,Noida,0,2.81,48.15,Medium,8888
209036,50,SO,886,0.5,1,25.0,3,Active,,,8,East,Transaction Banking,Lucknow,Kolkata,0,8.45,51.68,Medium,5555
378603,50,CM,1679,8.4,8,420.0,3,Active,,,3,North,Retail Banking Group,Mysore,Lucknow,0,0.44,22.57,Low,9999
181571,39,CM,343,7.9,8,308.1,3,Active,,,3,East,Retail Banking Group,Ranchi,Bhubaneswar,0,0.93,31.94,Low,5555
307101,31,AMI,1904,6.9,2,213.9,3,Active,,,1,North,Wholesale Banking,Madurai,Lucknow,0,6.69,30.06,Low,9999
725724,34,SO,1609,0.6,1,20.4,3,Active,,,8,East,Retail Banking Group,Surat,Kolkata,0,10.76,44.08,Medium,4444
113118,42,DMII,239,1.0,5,42.0,3,Active,,,5,North,Retail Banking Group,Jaipur,Noida,0,1.65,30.79,Low,9999
915204,47,AMII,563,5.0,3,235.0,1,Active,,,2,West,Wholesale Banking,Surat,Jodhpur,0,1.74,42.43,Medium,5555
693034,36,ALT,1739,13.0,9,468.0,3,Active,,,0,South,Transaction Banking,Delhi,Bangalore,0,0.92,44.35,Medium,9999
772806,47,MMI,1620,3.8,6,178.6,3,Active,,,6,North,Retail Banking Group,Mysore,Kanpur,0,1.04,45.66,Medium,3333
125648,49,CM,763,5.6,8,274.4,3,Active,,,3,East,Retail Banking Group,Visakhapatnam,Kolkata,0,0.84,41.36,Medium,4444
203106,45,DMI,2718,1.1,4,279.0,3,Active,,,4,West,Retail Banking Group,Visakhapatnam,Ahmedabad,0,5.37,85.09490102,High,9999
623457,38,MMII,1486,9.4,7,357.2,3,Active,,,7,North,Operations Group,Chennai,Kanpur,0,0.68,22.51,Low,6666
525940,52,DMII,0,2.0,5,104.0,2,Active,,,5,North,Retail Banking Group,Delhi,Delhi,0,0.66,22.88,Low,2222
506364,50,AMI,685,5.1,2,255.0,3,Active,,,1,West,Transaction Banking,Ranchi,Nagpur,0,7.63,48.36,Medium,7777
516800,35,DMI,779,7.1,4,248.5,3,Active,,,4,North,Retail Banking Group,Ahmedabad,Noida,0,6.41,33.22,Low,2222
525154,38,DMI,2391,0.7,4,231.8,3,Active,,,4,South,Transaction Banking,Mumbai,Hyderabad,0,1.67,77.71525367,High,2222
654605,22,CM,19,8.4,8,184.8,3,Active,,,3,North,Operations Group,Noida,Delhi,0,1.07,44.12,Medium,1111
247820,38,ALT,1571,11.7,9,444.6,3,Active,,,0,South,Retail Banking Group,Ahmedabad,Madurai,0,1.23,57.35,Medium,3333
745835,22,DMI,989,6.4,4,140.8,3,Active,,,4,South,Retail Banking Group,Pune,Kochi,0,2.41,32.01,Low,6666
235881,56,MMII,505,7.3,7,408.8,3,Active,,,7,West,Retail Banking Group,Agra,Jodhpur,0,1.84,41.64,Medium,8888
819608,54,SO,244,0.6,1,32.4,3,Active,,,8,North,Credit,Agra,Kanpur,0,4.14,36.41,Low,9999
148651,54,DMI,796,0.2,4,10.8,3,Active,,,4,West,Credit,Mumbai,Jodhpur,0,2.89,32.05,Low,7777
234581,32,CM,1094,7.7,8,246.4,3,Active,,,3,North,Retail Banking Group,Cuttack,Agra,0,1.17,40.51,Medium,4444
657736,56,SO,1241,0.6,1,128.8,3,Active,,,8,North,Retail Banking Group,Cuttack,Noida,0,3.88,36.6,Low,6666
565158,41,MMII,1411,9.7,7,397.7,3,Active,,,7,East,Retail Banking Group,Bangalore,Ranchi,0,1.73,51.85,Medium,5555
604586,33,AMII,0,5.2,3,171.6,3,Active,,,2,North,Retail Banking Group,Gurgaon,Gurgaon,16,7.4,61.5,Medium,8888
810825,27,CM,1888,8.2,8,221.4,3,Active,,,3,West,Operations Group,Kochi,Jaipur,0,1.24,47.15,Medium,1111
901118,42,DMII,1282,2.4,5,100.8,3,Active,,,5,South,Wholesale Banking,Nagpur,Kochi,0,2.55,50.54,Medium,1111
250854,33,SO,390,0.2,1,6.6,3,Active,,,8,North,Retail Banking Group,Delhi,Kanpur,0,9.45,22.9,Low,6666
320999,30,SO,347,0.2,1,6.0,3,Active,,,8,East,Wholesale Banking,Cuttack,Kolkata,0,13.99,35.72,Low,2222
421397,34,MMII,620,9.2,7,312.8,3,Active,,,7,West,Retail Banking Group,Nagpur,Pune,0,2.28,49.92,Medium,5555
786393,55,MMI,1255,6.4,6,352.0,3,Active,,,6,North,Retail Banking Group,Hyderabad,Delhi,0,1.09,35.06,Low,1111
199805,23,MMI,466,7.0,6,161.0,3,Active,,,6,West,Retail Banking Group,Gurgaon,Jodhpur,0,1.72,27.39,Low,7777
414532,26,AMI,1083,5.1,2,132.6,1,Active,,,1,East,Operations Group,Ludhiana,Patna,0,3.38,27.58,Low,1111
696862,23,DMII,250,3.5,5,80.5,3,Active,,,5,East,Retail Banking Group,Ranchi,Patna,3,3.41,52.46,Medium,4444
934818,24,AMI,1463,2.3,2,55.2,2,Active,,,1,West,Retail Banking Group,Bhubaneswar,Jodhpur,0,3.03,35.54,Low,9999
236466,55,DMII,833,7.7,5,423.5,3,Active,,,5,North,Retail Banking Group,Patna,Noida,0,1.84,23.0,Low,1111
972354,31,MMII,1455,8.2,7,254.2,3,Active,,,7,South,Retail Banking Group,Siliguri,Hyderabad,0,0.99,45.72,Medium,4444
505109,37,AMII,575,2.9,3,107.3,3,Active,,,2,East,Retail Banking Group,Patna,Cuttack,15,3.38,47.72,Medium,6666
381625,27,CM,1255,6.5,8,175.5,3,Active,,,3,North,Retail Banking Group,Hyderabad,Delhi,0,1.5,27.37,Low,6666
114112,54,MMI,1918,7.4,6,399.6,3,Active,,,6,North,Retail Banking Group,Madurai,Agra,0,0.76,36.71,Low,8888
430439,54,MMII,1155,7.4,7,399.6,3,Active,,,7,South,Wholesale Banking,Surat,Visakhapatnam,0,1.09,38.26,Low,1111
950939,57,MMII,1361,5.6,7,319.2,3,Active,,,7,East,Retail Banking Group,Mumbai,Bhubaneswar,0,1.2,34.49,Low,7777
187082,39,AMI,884,3.0,2,117.0,3,Active,,,1,East,Retail Banking Group,Kanpur,Bhubaneswar,0,8.37,54.84,Medium,1111
754786,27,CM,2070,7.9,8,213.3,3,Active,,,3,North,Wholesale Banking,Mysore,Ludhiana,0,1.05,52.25,Medium,7777
912478,49,DMI,1172,5.5,4,269.5,3,Active,,,4,North,Retail Banking Group,Pune,Delhi,0,1.42,38.98,Low,3333
536474,26,DMII,1687,0.8,5,20.8,3,Active,,,5,South,Retail Banking Group,Kolkata,Mysore,0,1.8,34.51,Low,8888
798608,30,DMII,1344,4.9,5,147.0,3,Active,,,5,South,Retail Banking Group,Noida,Visakhapatnam,0,3.9,24.66,Low,3333
827550,41,AMII,1654,2.3,3,94.3,3,Active,,,2,East,Credit,Mumbai,Kolkata,0,1.95,56.79,Medium,1111
411536,44,MMII,1575,8.0,7,352.0,3,Active,,,7,West,Transaction Banking,Kolkata,Pune,0,0.93,36.27,Low,8888
288909,51,AMI,2288,1.6,2,336.6,1,Active,,,1,East,Transaction Banking,Kochi,Bhubaneswar,0,2.77,92.90696849,High,3333
719375,41,DMII,1148,7.0,5,287.0,3,Active,,,5,North,Retail Banking Group,Mumbai,Delhi,0,2.57,35.4,Low,2222
245347,42,DMII,1559,7.5,5,315.0,3,Active,,,5,East,Transaction Banking,Kochi,Cuttack,0,2.79,36.06,Low,1111
341112,51,MMI,1213,6.7,6,341.7,3,Active,,,6,West,Credit,Patna,Jodhpur,0,0.74,23.19,Low,3333
387178,32,DMI,2061,2.3,4,73.6,3,Active,,,4,South,Retail Banking Group,Gurgaon,Kochi,0,3.35,33.79,Low,2222
539588,45,AMII,1595,4.5,3,202.5,3,Active,,,2,West,Retail Banking Group,Mysore,Jodhpur,12,2.94,61.5,Medium,2222
893334,54,MMI,439,1.0,6,54.0,3,Active,,,6,West,Operations Group,Mumbai,Ahmedabad,0,0.8,25.87,Low,6666
134598,32,CM,1771,9.6,8,307.2,1,Active,,,3,West,Operations Group,Coimbatore,Jaipur,0,0.42,23.9,Low,1111
512004,45,AMII,2070,7.7,3,346.5,3,Active,,,2,South,Retail Banking Group,Ludhiana,Mysore,75,5.99,74.39,Medium,2222
361306,37,DMII,1357,4.2,5,155.4,2,Active,,,5,West,Operations Group,Kolkata,Jaipur,0,0.97,21.23,Low,6666
183385,45,CM,1148,9.5,8,427.5,3,Active,,,3,West,Retail Banking Group,Delhi,Mumbai,0,0.5,22.11,Low,3333
111583,56,MMI,284,2.3,6,128.8,3,Active,,,6,West,Operations Group,Jodhpur,Jaipur,0,1.79,37.27,Low,4444
643062,36,AMII,489,3.2,3,115.2,3,Active,,,2,North,Credit,Patna,Kanpur,18,8.01,63.72,Medium,1111
958831,39,AMI,1147,4.6,2,179.4,3,Active,,,1,West,Transaction Banking,Noida,Mumbai,0,10.37,49.14,Medium,8888
513203,53,SO,1737,0.2,1,10.6,3,Active,,,8,South,Retail Banking Group,Siliguri,Chennai,0,7.03,27.1,Low,7777
810514,38,ALT,511,10.1,9,383.8,3,Active,,,0,West,Retail Banking Group,Lucknow,Jaipur,0,0.38,25.7,Low,7777
876702,24,DMI,1627,7.8,4,187.2,3,Active,,,4,West,Retail Banking Group,Mysore,Jaipur,0,5.3,53.03,Medium,3333
232535,27,MMI,1532,4.9,6,132.3,2,Active,,,6,South,Transaction Banking,Ranchi,Mysore,0,0.75,14.4,Low,3333
459547,55,ALT,621,10.4,9,572.0,3,Active,,,0,West,Retail Banking Group,Hyderabad,Mumbai,0,0.75,38.86,Low,2222
596796,38,DMII,559,6.8,5,258.4,3,Active,,,5,South,Transaction Banking,Chennai,Kochi,0,2.12,49.67,Medium,1111
634207,24,AMI,511,6.5,2,156.0,3,Active,,,1,West,Retail Banking Group,Lucknow,Jaipur,0,14.08,43.55,Medium,7777
624604,31,CM,1134,6.2,8,192.2,3,Active,,,3,South,Retail Banking Group,Jodhpur,Hyderabad,0,0.49,30.41,Low,7777
548443,55,MMI,1037,6.0,6,330.0,3,Active,,,6,West,Transaction Banking,Ranchi,Jaipur,0,1.52,26.81,Low,2222
340291,33,CM,1037,9.2,8,303.6,3,Active,,,3,West,Retail Banking Group,Lucknow,Surat,0,0.55,30.2,Low,7777
205632,39,DMII,587,7.2,5,280.8,3,Active,,,5,North,Operations Group,Ranchi,Lucknow,0,1.89,31.63,Low,8888
120021,47,MMII,36,8.6,7,404.2,3,Active,,,7,North,Retail Banking Group,Noida,Gurgaon,0,1.43,28.25,Low,1111
406170,34,MMII,1771,7.5,7,255.0,3,Active,,,7,West,Retail Banking Group,Coimbatore,Jaipur,0,2.3,48.36,Medium,9999
770682,27,CM,837,6.2,8,167.4,3,Active,,,3,West,Retail Banking Group,Jodhpur,Nagpur,0,1.2,35.7,Low,7777
334808,55,CM,971,8.3,8,456.5,3,Active,,,3,East,Retail Banking Group,Hyderabad,Ranchi,0,0.84,38.09,Low,3333
147426,56,MMII,845,9.8,7,548.8,3,Active,,,7,South,Credit,Mumbai,Bangalore,0,0.64,23.48,Low,8888
767396,57,DMI,324,0.1,4,5.7,3,Active,,,4,East,Wholesale Banking,Kolkata,Ranchi,0,1.7,51.25,Medium,7777
222510,53,DMII,1918,7.6,5,402.8,3,Active,,,5,North,Retail Banking Group,Madurai,Agra,0,3.33,40.0,Medium,8888
910693,54,SO,1148,1.9,1,394.2,3,Active,,,8,North,Retail Banking Group,Mumbai,Delhi,0,7.68,29.71,Low,6666
433886,34,CM,1018,9.4,8,319.6,2,Active,,,3,North,Retail Banking Group,Visakhapatnam,Kanpur,0,0.42,14.97,Low,9999
196735,40,AMII,390,7.0,3,280.0,3,Active,,,2,North,Retail Banking Group,Kanpur,Delhi,2,5.57,51.2,Medium,5555
546665,57,MMII,962,9.2,7,524.4,3,Active,,,7,West,Retail Banking Group,Kanpur,Surat,0,1.24,43.08,Medium,3333
882016,54,AMII,881,3.2,3,172.8,3,Active,,,2,North,Retail Banking Group,Bhubaneswar,Lucknow,15,4.46,53.92,Medium,3333
895209,50,CM,962,9.6,8,480.0,2,Active,,,3,West,Retail Banking Group,Kanpur,Surat,0,0.36,33.59,Low,1111
448061,46,MMI,1595,1.1,6,50.6,2,Active,,,6,West,Retail Banking Group,Mysore,Jodhpur,0,0.43,10.58,Low,8888
514635,29,AMI,853,1.6,2,46.4,3,Active,,,1,North,Operations Group,Patna,Delhi,0,3.36,17.97,Low,2222
244193,30,DMII,659,1.7,5,51.0,3,Active,,,5,North,Retail Banking Group,Ludhiana,Kanpur,0,2.1,43.26,Medium,3333
464711,30,AMII,1137,3.2,3,96.0,3,Active,,,2,South,Retail Banking Group,Siliguri,Visakhapatnam,0,2.59,49.39,Medium,8888
581851,39,DMI,461,2.8,4,109.2,3,Active,,,4,East,Operations Group,Siliguri,Kolkata,0,1.31,26.97,Low,8888
845886,47,CM,3264,1.2,8,343.1,3,Active,,,3,North,Credit,Bhubaneswar,Gurgaon,0,0.39,62.54554954089941,Medium,4444
804402,24,MMII,1525,7.3,7,175.2,3,Active,,,7,South,Retail Banking Group,Kanpur,Bangalore,0,0.72,33.19,Low,4444
186578,28,SO,1213,0.2,1,5.6,3,Active,,,8,South,Transaction Banking,Cuttack,Bangalore,0,8.08,34.71,Low,5555
989041,25,MMI,364,6.5,6,162.5,2,Active,,,6,East,Retail Banking Group,Bhubaneswar,Kolkata,0,0.83,29.86,Low,6666
600901,22,AMI,0,4.7,2,103.4,3,Active,,,1,West,Credit,Ahmedabad,Ahmedabad,0,9.57,46.31,Medium,5555
747718,56,MMI,1584,2.2,6,123.2,2,Active,,,6,North,Retail Banking Group,Chennai,Agra,0,0.43,13.38,Low,7777
441230,37,DMII,1403,4.0,5,148.0,3,Active,,,5,East,Retail Banking Group,Ahmedabad,Cuttack,0,1.0,22.91,Low,2222
244810,37,ALT,1755,13.4,9,495.8,3,Active,,,0,North,Credit,Chennai,Delhi,0,0.65,35.43,Low,7777
419431,37,MMII,1134,9.2,7,340.4,1,Active,,,7,South,Wholesale Banking,Jodhpur,Hyderabad,0,0.59,16.16,Low,7777
101656,49,AMI,1526,4.0,2,196.0,1,Active,,,1,South,Retail Banking Group,Ludhiana,Hyderabad,0,2.29,30.88,Low,1111
713241,47,ALT,1550,10.9,9,512.3,3,Active,,,0,West,Retail Banking Group,Bangalore,Jodhpur,0,0.43,31.67,Low,7777
127714,23,AMII,0,7.6,3,174.8,3,Active,,,2,South,Retail Banking Group,Bangalore,Bangalore,0,4.17,33.96,Low,5555
392923,27,SO,1930,1.6,1,78.3,3,Active,,,8,South,Retail Banking Group,Gurgaon,Mysore,0,7.46,76.02825942,High,3333
392772,54,MMII,2260,6.4,7,345.6,3,Active,,,7,East,Retail Banking Group,Kochi,Siliguri,0,0.48,15.09,Low,3333
457313,35,MMII,293,6.1,7,213.5,3,Active,,,7,North,Credit,Agra,Lucknow,0,0.95,31.65,Low,4444
442607,51,MMI,1815,6.5,6,331.5,3,Active,,,6,North,Retail Banking Group,Mysore,Delhi,0,2.01,38.39,Low,2222
799739,28,MMI,1726,1.1,6,30.8,3,Active,,,6,East,Retail Banking Group,Mysore,Patna,1,0.67,40.43,Medium,2222
694374,57,MMII,1372,8.2,7,467.4,3,Active,,,7,West,Retail Banking Group,Madurai,Surat,0,1.01,49.07,Medium,1111
951706,48,ALT,1240,12.9,9,619.2,3,Active,,,0,North,Retail Banking Group,Hyderabad,Gurgaon,0,0.51,50.5,Medium,5555
610771,23,AMI,367,6.5,2,149.5,3,Active,,,1,South,Retail Banking Group,Kochi,Bangalore,0,14.82,31.97,Low,4444
120864,49,CM,397,8.9,8,436.1,3,Active,,,3,North,Transaction Banking,Noida,Lucknow,0,1.39,54.21,Medium,2222
565225,29,AMI,1532,5.1,2,147.9,3,Active,,,1,South,Retail Banking Group,Lucknow,Chennai,0,9.69,34.15,Low,3333
185268,33,AMI,1369,1.5,2,49.5,3,Active,,,1,West,Operations Group,Cuttack,Mumbai,0,6.44,34.21,Low,7777
379945,24,AMII,1892,2.8,3,67.2,3,Active,,,2,East,Retail Banking Group,Madurai,Patna,12,5.33,46.69,Medium,7777
315315,54,MMI,1284,2.2,6,118.8,1,Active,,,6,North,Operations Group,Kolkata,Noida,0,0.39,23.79,Low,4444
979890,26,ALT,999,12.4,9,322.4,3,Active,,,0,East,Operations Group,Delhi,Ranchi,0,1.47,29.83,Low,5555
965555,26,MMI,1240,0.8,6,20.8,3,Active,,,6,North,Credit,Hyderabad,Gurgaon,0,0.94,46.71,Medium,5555
616086,42,MMII,1888,5.9,7,247.8,2,Active,,,7,South,Operations Group,Jaipur,Kochi,0,0.47,34.13,Low,6666
189403,42,SO,706,2.0,1,252.0,3,Active,,,8,East,Wholesale Banking,Nagpur,Bhubaneswar,0,8.68,35.11,Low,9999
534734,32,DMII,293,3.9,5,124.8,3,Active,,,5,North,Retail Banking Group,Agra,Lucknow,0,1.78,48.33,Medium,2222
432663,47,MMI,1196,1.0,6,47.0,3,Active,,,6,South,Operations Group,Surat,Chennai,0,0.59,39.96,Low,5555
437157,40,DMI,1361,4.9,4,196.0,3,Active,,,4,East,Retail Banking Group,Mumbai,Bhubaneswar,0,3.34,49.94,Medium,3333
641052,23,MMII,250,8.5,7,195.5,3,Active,,,7,East,Wholesale Banking,Ranchi,Patna,0,0.91,31.73,Low,4444
378873,57,MMII,962,6.8,7,387.6,3,Active,,,7,North,Transaction Banking,Surat,Kanpur,0,1.28,41.61,Medium,6666
814214,29,AMI,162,7.6,2,220.4,3,Active,,,1,North,Retail Banking Group,Agra,Noida,0,4.68,31.37,Low,8888
656984,37,AMII,1360,0.4,3,14.8,3,Active,,,2,North,Retail Banking Group,Visakhapatnam,Delhi,16,6.3,68.08,Medium,1111
894818,38,MMII,2064,9.0,7,342.0,3,Active,,,7,South,Retail Banking Group,Gurgaon,Madurai,0,1.51,42.06,Medium,8888
425072,23,ALT,443,11.1,9,255.3,3,Active,,,0,North,Credit,Jaipur,Ludhiana,0,1.4,32.01,Low,7777
318543,52,CM,848,9.3,8,483.6,3,Active,,,3,East,Retail Banking Group,Agra,Ranchi,0,0.43,18.28,Low,1111
583889,44,AMI,1305,2.2,2,96.8,3,Active,,,1,East,Operations Group,Ludhiana,Siliguri,0,9.02,43.62,Medium,2222
399397,34,MMII,833,7.8,7,265.2,3,Active,,,7,North,Retail Banking Group,Patna,Noida,0,2.68,20.86,Low,3333
353201,23,ALT,463,13.2,9,303.6,3,Active,,,0,North,Retail Banking Group,Ludhiana,Agra,0,0.59,23.75,Low,1111
740735,36,CM,1278,9.1,8,327.6,3,Active,,,3,West,Credit,Cuttack,Pune,0,0.98,41.41,Medium,9999
188797,38,DMII,575,1.6,5,60.8,3,Active,,,5,East,Retail Banking Group,Patna,Cuttack,0,2.28,53.41,Medium,8888
223786,45,MMI,1550,1.6,6,72.0,3,Active,,,6,South,Retail Banking Group,Jodhpur,Bangalore,0,1.32,27.45,Low,2222
471168,23,CM,454,9.5,8,218.5,3,Active,,,3,West,Wholesale Banking,Kanpur,Jaipur,0,0.86,47.32,Medium,9999
990859,31,MMII,1251,9.3,7,288.3,3,Active,,,7,North,Operations Group,Bhubaneswar,Noida,0,1.67,56.18,Medium,7777
119515,50,SO,999,1.3,1,105.0,3,Active,,,8,North,Wholesale Banking,Ranchi,Delhi,0,3.28,33.77,Low,9999
738062,34,DMI,1162,2.7,4,91.8,3,Active,,,4,East,Credit,Agra,Kolkata,0,2.33,24.74,Low,6666
699316,39,ALT,1532,12.5,9,487.5,3,Active,,,0,North,Retail Banking Group,Chennai,Lucknow,0,0.49,19.23,Low,6666
636561,42,AMII,1739,5.8,3,243.6,3,Active,,,2,South,Retail Banking Group,Delhi,Bangalore,26,4.04,48.67,Medium,4444
250926,22,AMII,3436,0.5,3,79.2,3,Active,,,2,East,Retail Banking Group,Ahmedabad,Ranchi,76,6.94,95.57403445,High,2222
786892,24,ALT,979,14.1,9,338.4,3,Active,,,0,North,Retail Banking Group,Ranchi,Noida,0,0.8,45.93,Medium,7777
556398,26,AMII,1213,5.2,3,135.2,3,Active,,,2,East,Retail Banking Group,Bangalore,Cuttack,12,4.96,58.05,Medium,5555
707818,23,SO,2213,1.4,1,124.2,3,Active,,,8,North,Retail Banking Group,Coimbatore,Ludhiana,0,4.41,17.74,Low,6666
288083,47,DMI,440,3.6,4,169.2,3,Active,,,4,North,Operations Group,Patna,Lucknow,0,3.51,44.84,Medium,2222
320571,52,MMI,1083,5.6,6,291.2,3,Active,,,6,North,Transaction Banking,Patna,Ludhiana,0,0.92,35.42,Low,5555
434216,48,ALT,1134,12.8,9,614.4,2,Active,,,0,South,Transaction Banking,Jodhpur,Hyderabad,0,0.33,31.8,Low,4444
705395,24,CM,2715,0.8,8,134.4,3,Active,,,3,South,Retail Banking Group,Cuttack,Madurai,0,0.49,62.567663137948074,Medium,9999
744865,46,DMI,1358,6.7,4,308.2,3,Active,,,4,East,Retail Banking Group,Surat,Cuttack,0,1.68,39.79,Low,6666
103621,39,DMII,244,5.5,5,214.5,1,Active,,,5,North,Retail Banking Group,Agra,Kanpur,0,0.93,19.8,Low,2222
495692,54,ALT,371,12.3,9,664.2,3,Active,,,0,North,Wholesale Banking,Noida,Kanpur,0,0.65,32.38,Low,1111
240942,53,SO,2020,0.6,1,132.5,3,Active,,,8,South,Transaction Banking,Siliguri,Mysore,0,4.25,54.88,Medium,5555
903277,55,MMII,939,8.5,7,467.5,2,Active,,,7,North,Retail Banking Group,Surat,Noida,0,0.47,34.01,Low,9999
608263,26,DMI,106,4.8,4,124.8,2,Active,,,4,South,Transaction Banking,Jodhpur,Chennai,0,1.65,88.36659305,High,6666
203575,24,AMI,1148,7.7,2,184.8,3,Active,,,1,North,Transaction Banking,Mumbai,Delhi,0,5.32,16.98,Low,7777
725795,55,AMI,399,7.5,2,412.5,3,Active,,,1,East,Wholesale Banking,Visakhapatnam,Bhubaneswar,0,8.61,48.73,Medium,5555
773671,43,DMII,463,3.7,5,159.1,3,Active,,,5,North,Operations Group,Agra,Ludhiana,0,0.9,37.83,Low,6666
968700,55,MMII,937,7.6,7,418.0,3,Active,,,7,North,Retail Banking Group,Surat,Delhi,0,0.6,22.74,Low,5555
